submission_id,actual_cause,age,bias,comments,correctResponse,education,effect_valence,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,mechanism,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNr,trialType
1590,blue,27,blue,,Sound A,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,Sound A,10786,1,comprehension
1590,blue,27,blue,,Sound B,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,Sound B,3797,2,comprehension
1590,blue,27,blue,,Sound B,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,Sound B,1670,3,comprehension
1590,blue,27,blue,,Sound B,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,Sound B,2246,4,comprehension
1590,blue,27,blue,,blue,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,Blue marble,5732,1,comprehension-2
1590,blue,27,blue,,Everyone,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,Everyone,3166,1,comprehension-3
1590,blue,27,blue,,FALSE,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,FALSE,3652,2,comprehension-3
1590,blue,27,blue,,NA,Graduated College,neutral,195630,1755774869198,1755774673568,female,English,conjunctive,668c1b6dc2285a0b0ce0add5,68a6fec259a796459dba78dd,68a6ef844167f3bc84ca21f3,4,37900,1,critical
1591,red,35,red,Thank you for your study.,Sound A,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,Sound A,6859,1,comprehension
1591,red,35,red,Thank you for your study.,Sound B,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,Sound B,1530,2,comprehension
1591,red,35,red,Thank you for your study.,Sound B,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,Sound B,1028,3,comprehension
1591,red,35,red,Thank you for your study.,Sound B,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,Sound B,1540,4,comprehension
1591,red,35,red,Thank you for your study.,red,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,Red marble,8088,1,comprehension-2
1591,red,35,red,Thank you for your study.,Everyone,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,Everyone,4025,1,comprehension-3
1591,red,35,red,Thank you for your study.,FALSE,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,FALSE,2349,2,comprehension-3
1591,red,35,red,Thank you for your study.,NA,Graduated College,pleasant,288882,1755774999153,1755774710271,male,English,conjunctive,602c0fc2eff74b4748e9b41e,68a6feee7781f5e3697f0d29,68a6ef844167f3bc84ca21f3,6,57636,1,critical
1595,red,32,blue,,Sound A,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,Sound A,15631,1,comprehension
1595,red,32,blue,,Sound B,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,Sound B,3160,2,comprehension
1595,red,32,blue,,Sound B,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,Sound B,2214,3,comprehension
1595,red,32,blue,,Sound B,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,Sound B,6600,4,comprehension
1595,red,32,blue,,blue,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,Blue marble,6918,1,comprehension-2
1595,red,32,blue,,Everyone,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,Everyone,6879,1,comprehension-3
1595,red,32,blue,,FALSE,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,FALSE,3502,2,comprehension-3
1595,red,32,blue,,NA,Higher degree,pleasant,704961,1755775385114,1755774680153,male,English,conjunctive,5a65ea8363394a000155745d,68a6fece74c4a921b9a4ff83,68a6ef844167f3bc84ca21f3,3,122657,1,critical
1596,red,75,red,,Sound A,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,Sound A,66808,1,comprehension
1596,red,75,red,,Sound A,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,Sound A,18128,2,comprehension
1596,red,75,red,,Sound A,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,Sound B,13471,3,comprehension
1596,red,75,red,,Sound B,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,Sound B,4728,4,comprehension
1596,red,75,red,,red,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,Red marble,61296,1,comprehension-2
1596,red,75,red,,Everyone,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,Everyone,8824,1,comprehension-3
1596,red,75,red,,FALSE,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,FALSE,5176,2,comprehension-3
1596,red,75,red,,NA,Graduated High-school,unpleasant,606885,1755775734797,1755775127912,female,English,disjunctive,5e54367e80cd0944205b27f9,68a7007622f614bbbbc167a5,68a6ef844167f3bc84ca21f3,6,200710,1,critical
1619,red,30,red,,Sound A,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,Sound A,7794,1,comprehension
1619,red,30,red,,Sound B,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,Sound B,1771,2,comprehension
1619,red,30,red,,Sound B,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,Sound B,1086,3,comprehension
1619,red,30,red,,Sound B,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,Sound B,808,4,comprehension
1619,red,30,red,,Red marble,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,Red marble,6733,1,comprehension-2
1619,red,30,red,,Everyone,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,Everyone,2561,1,comprehension-3
1619,red,30,red,,FALSE,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,FALSE,2881,2,comprehension-3
1619,red,30,red,,NA,Graduated College,pleasant,282937,1756124615648,1756124332711,male,English,conjunctive,59ccd702faf42e00012b68f5,68ac54a4ab790ed6dee5f2d4,68ac4ae76781c84da1367d55,6,32912,1,critical
1608,blue,30,red,,Sound A,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,Sound A,9160,1,comprehension
1608,blue,30,red,,Sound B,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,Sound B,9923,2,comprehension
1608,blue,30,red,,Sound B,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,Sound B,1500,3,comprehension
1608,blue,30,red,,Sound B,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,Sound B,1220,4,comprehension
1608,blue,30,red,,Red marble,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,Red marble,7836,1,comprehension-2
1608,blue,30,red,,Everyone,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,Everyone,4220,1,comprehension-3
1608,blue,30,red,,FALSE,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,FALSE,3100,2,comprehension-3
1608,blue,30,red,,NA,Graduated College,unpleasant,133295,1756124516620,1756124383325,male,english,conjunctive,57bfc1beef05670001ee84c2,68ac54da57fa8cfcceca8e1e,68ac4ae76781c84da1367d55,7,29972,1,critical
1613,blue,52,blue,,Sound A,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,Sound A,12902,1,comprehension
1613,blue,52,blue,,Sound B,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,Sound B,1789,2,comprehension
1613,blue,52,blue,,Sound B,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,Sound B,1180,3,comprehension
1613,blue,52,blue,,Sound B,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,Sound B,916,4,comprehension
1613,blue,52,blue,,Blue marble,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,Blue marble,8902,1,comprehension-2
1613,blue,52,blue,,Everyone,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,Everyone,4461,1,comprehension-3
1613,blue,52,blue,,FALSE,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,FALSE,3353,2,comprehension-3
1613,blue,52,blue,,NA,Graduated College,pleasant,160983,1756124576841,1756124415858,female,English,conjunctive,65cb586a1166caf7eb546dda,68ac54f1d7a249c8d9e7902d,68ac4ae76781c84da1367d55,4,22548,1,critical
1615,blue,42,blue,,Sound A,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,Sound A,5676,1,comprehension
1615,blue,42,blue,,Sound A,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,Sound A,14709,2,comprehension
1615,blue,42,blue,,Sound A,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,Sound A,24751,3,comprehension
1615,blue,42,blue,,Sound B,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,Sound B,6771,4,comprehension
1615,blue,42,blue,,Blue marble,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,Blue marble,11222,1,comprehension-2
1615,blue,42,blue,,Everyone,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,Everyone,12387,1,comprehension-3
1615,blue,42,blue,,FALSE,Graduated College,unpleasant,313077,1756124586897,1756124273820,female,English,disjunctive,59a9c0291b7a550001d6392e,68ac546d9a5936870d8de385,68ac4ae76781c84da1367d55,FALSE,3848,2,comprehension-3
